AABBCCDDEEFFGGHH,0.29678151
AABBCCDDEEFFGGHh,0.29678151
AABBCCDDEEFFGGhh,0.29678151
AABBCCDDEEFFGgHH,0.29678151
AABBCCDDEEFFGgHh,0.29678151
AABBCCDDEEFFGghh,0.29678151
AABBCCDDEEFFggHH,0.29678151
AABBCCDDEEFFggHh,0.29678151
AABBCCDDEEFFgghh,0.29678151
AABBCCDDEEFfGGHH,0.29678151
AABBCCDDEEFfGGHh,0.29678151
AABBCCDDEEFfGGhh,0.29678151
AABBCCDDEEFfGgHH,0.29678151
AABBCCDDEEFfGgHh,0.29678151
AABBCCDDEEFfGghh,0.29678151
AABBCCDDEEFfggHH,0.29678151
AABBCCDDEEFfggHh,0.29678151
AABBCCDDEEFfgghh,0.29678151
AABBCCDDEEffGGHH,0.29678151
AABBCCDDEEffGGHh,0.29678151
AABBCCDDEEffGGhh,0.29678151
AABBCCDDEEffGgHH,0.29678151
AABBCCDDEEffGgHh,0.29678151
AABBCCDDEEffGghh,0.29678151
AABBCCDDEEffggHH,0.29678151
AABBCCDDEEffggHh,0.29678151
AABBCCDDEEffgghh,0.29678151
AABBCCDDEeFFGGHH,0.29678151
AABBCCDDEeFFGGHh,0.29678151
AABBCCDDEeFFGGhh,0.29678151
AABBCCDDEeFFGgHH,0.29678151
AABBCCDDEeFFGgHh,0.29678151
AABBCCDDEeFFGghh,0.29678151
AABBCCDDEeFFggHH,0.29678151
AABBCCDDEeFFggHh,0.29678151
AABBCCDDEeFFgghh,0.29678151
AABBCCDDEeFfGGHH,0.29678151
AABBCCDDEeFfGGHh,0.29678151
AABBCCDDEeFfGGhh,0.29678151
AABBCCDDEeFfGgHH,0.29678151
AABBCCDDEeFfGgHh,0.29678151
AABBCCDDEeFfGghh,0.29678151
AABBCCDDEeFfggHH,0.29678151
AABBCCDDEeFfggHh,0.29678151
AABBCCDDEeFfgghh,0.29678151
AABBCCDDEeffGGHH,0.29678151
AABBCCDDEeffGGHh,0.29678151
AABBCCDDEeffGGhh,0.29678151
AABBCCDDEeffGgHH,0.29678151
AABBCCDDEeffGgHh,0.29678151
AABBCCDDEeffGghh,0.29678151
AABBCCDDEeffggHH,0.29678151
AABBCCDDEeffggHh,0.29678151
AABBCCDDEeffgghh,0.29678151
AABBCCDDeeFFGGHH,0.29678151
AABBCCDDeeFFGGHh,0.29678151
AABBCCDDeeFFGGhh,0.29678151
AABBCCDDeeFFGgHH,0.29678151
AABBCCDDeeFFGgHh,0.29678151
AABBCCDDeeFFGghh,0.29678151
AABBCCDDeeFFggHH,0.29678151
AABBCCDDeeFFggHh,0.29678151
AABBCCDDeeFFgghh,0.29678151
AABBCCDDeeFfGGHH,0.29678151
AABBCCDDeeFfGGHh,0.29678151
AABBCCDDeeFfGGhh,0.29678151
AABBCCDDeeFfGgHH,0.29678151
AABBCCDDeeFfGgHh,0.29678151
AABBCCDDeeFfGghh,0.29678151
AABBCCDDeeFfggHH,0.29678151
AABBCCDDeeFfggHh,0.29678151
AABBCCDDeeFfgghh,0.29678151
AABBCCDDeeffGGHH,0.29678151
AABBCCDDeeffGGHh,0.29678151
AABBCCDDeeffGGhh,0.29678151
AABBCCDDeeffGgHH,0.29678151
AABBCCDDeeffGgHh,0.29678151
AABBCCDDeeffGghh,0.29678151
AABBCCDDeeffggHH,0.29678151
AABBCCDDeeffggHh,0.29678151
AABBCCDDeeffgghh,0.29678151
AABBCCDdEEFFGGHH,0.29678151
AABBCCDdEEFFGGHh,0.29678151
AABBCCDdEEFFGGhh,0.29678151
AABBCCDdEEFFGgHH,0.29678151
AABBCCDdEEFFGgHh,0.29678151
AABBCCDdEEFFGghh,0.29678151
AABBCCDdEEFFggHH,0.29678151
AABBCCDdEEFFggHh,0.29678151
AABBCCDdEEFFgghh,0.29678151
AABBCCDdEEFfGGHH,0.29678151
AABBCCDdEEFfGGHh,0.29678151
AABBCCDdEEFfGGhh,0.29678151
AABBCCDdEEFfGgHH,0.29678151
AABBCCDdEEFfGgHh,0.29678151
AABBCCDdEEFfGghh,0.29678151
AABBCCDdEEFfggHH,0.29678151
AABBCCDdEEFfggHh,0.29678151
AABBCCDdEEFfgghh,0.29678151
AABBCCDdEEffGGHH,0.29678151
AABBCCDdEEffGGHh,0.29678151
AABBCCDdEEffGGhh,0.29678151
AABBCCDdEEffGgHH,0.29678151
AABBCCDdEEffGgHh,0.29678151
AABBCCDdEEffGghh,0.29678151
AABBCCDdEEffggHH,0.29678151
AABBCCDdEEffggHh,0.29678151
AABBCCDdEEffgghh,0.29678151
