AABBCCDDEEFFGGHH,112067907606399427893929298624512.00000000
AABBCCDDEEFFGGHh,39466289599372386615807746494169088.00000000
AABBCCDDEEFFGGhh,13898608870364827794223014472966995968.00000000
AABBCCDDEEFFGgHH,39466289599372386615807746494169088.00000000
AABBCCDDEEFFGgHh,13898608870364827794223014472966995968.00000000
AABBCCDDEEFFGghh,4894590560508525268571484911690563190784.00000000
AABBCCDDEEFFggHH,13898608870364827794223014472966995968.00000000
AABBCCDDEEFFggHh,4894590560508525268571484911690563190784.00000000
AABBCCDDEEFFgghh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEEFfGGHH,39466289599372386615807746494169088.00000000
AABBCCDDEEFfGGHh,13898608870364827794223014472966995968.00000000
AABBCCDDEEFfGGhh,4894590560508525268571484911690563190784.00000000
AABBCCDDEEFfGgHH,13898608870364827794223014472966995968.00000000
AABBCCDDEEFfGgHh,4894590560508525268571484911690563190784.00000000
AABBCCDDEEFfGghh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEEFfggHH,4894590560508525268571484911690563190784.00000000
AABBCCDDEEFfggHh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEEFfgghh,607024805174493470276210995711574440597782528.00000000
AABBCCDDEEffGGHH,13898608870364827794223014472966995968.00000000
AABBCCDDEEffGGHh,4894590560508525268571484911690563190784.00000000
AABBCCDDEEffGGhh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEEffGgHH,4894590560508525268571484911690563190784.00000000
AABBCCDDEEffGgHh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEEffGghh,607024805174493470276210995711574440597782528.00000000
AABBCCDDEEffggHH,1723698895225497814007066015005555610877952.00000000
AABBCCDDEEffggHh,607024805174493470276210995711574440597782528.00000000
AABBCCDDEEffgghh,213772321324674556304672639490673133430060875776.00000000
AABBCCDDEeFFGGHH,39466289599372386615807746494169088.00000000
AABBCCDDEeFFGGHh,13898608870364827794223014472966995968.00000000
AABBCCDDEeFFGGhh,4894590560508525268571484911690563190784.00000000
AABBCCDDEeFFGgHH,13898608870364827794223014472966995968.00000000
AABBCCDDEeFFGgHh,4894590560508525268571484911690563190784.00000000
AABBCCDDEeFFGghh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEeFFggHH,4894590560508525268571484911690563190784.00000000
AABBCCDDEeFFggHh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEeFFgghh,607024805174493470276210995711574440597782528.00000000
AABBCCDDEeFfGGHH,13898608870364827794223014472966995968.00000000
AABBCCDDEeFfGGHh,4894590560508525268571484911690563190784.00000000
AABBCCDDEeFfGGhh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEeFfGgHH,4894590560508525268571484911690563190784.00000000
AABBCCDDEeFfGgHh,1723698895225497814007066015005555610877952.00000000
AABBCCDDEeFfGghh,607024805174493470276210995711574440597782528.00000000
AABBCCDDEeFfggHH,1723698895225497814007066015005555610877952.00000000
AABBCCDDEeFfggHh,607024805174493470276210995711574440597782528.00000000
AABBCCDDEeFfgghh,213772321324674556304672639490673133430060875776.00000000
