AABBCCDDEEFFGGHH,-1003825976422880150315597824.00000000
AABBCCDDEEFFGGHh,-642267236461279495295730712576.00000000
AABBCCDDEEFFGGhh,-410934975503993972633424059432960.00000000
AABBCCDDEEFFGgHH,-642267236461279495295730712576.00000000
AABBCCDDEEFFGgHh,-410934975503993972633424059432960.00000000
AABBCCDDEEFFGghh,-262924129561525144491528970452336640.00000000
AABBCCDDEEFFggHH,-410934975503993972633424059432960.00000000
AABBCCDDEEFFggHh,-262924129561525144491528970452336640.00000000
AABBCCDDEEFFgghh,-168223933289936695608798122963225280512.00000000
AABBCCDDEEFfGGHH,-642267236461279495295730712576.00000000
AABBCCDDEEFfGGHh,-410934975503993972633424059432960.00000000
AABBCCDDEEFfGGhh,-262924129561525144491528970452336640.00000000
AABBCCDDEEFfGgHH,-410934975503993972633424059432960.00000000
AABBCCDDEEFfGgHh,-262924129561525144491528970452336640.00000000
AABBCCDDEEFfGghh,-168223933289936695608798122963225280512.00000000
AABBCCDDEEFfggHH,-262924129561525144491528970452336640.00000000
AABBCCDDEEFfggHh,-168223933289936695608798122963225280512.00000000
AABBCCDDEEFfgghh,-107632919727570849621703316179794381504512.00000000
AABBCCDDEEffGGHH,-410934975503993972633424059432960.00000000
AABBCCDDEEffGGHh,-262924129561525144491528970452336640.00000000
AABBCCDDEEffGGhh,-168223933289936695608798122963225280512.00000000
AABBCCDDEEffGgHH,-262924129561525144491528970452336640.00000000
AABBCCDDEEffGgHh,-168223933289936695608798122963225280512.00000000
AABBCCDDEEffGghh,-107632919727570849621703316179794381504512.00000000
AABBCCDDEEffggHH,-168223933289936695608798122963225280512.00000000
AABBCCDDEEffggHh,-107632919727570849621703316179794381504512.00000000
AABBCCDDEEffgghh,-68865619668486990829226409381255940315021312.00000000
AABBCCDDEeFFGGHH,-642267236461279495295730712576.00000000
AABBCCDDEeFFGGHh,-410934975503993972633424059432960.00000000
AABBCCDDEeFFGGhh,-262924129561525144491528970452336640.00000000
AABBCCDDEeFFGgHH,-410934975503993972633424059432960.00000000
AABBCCDDEeFFGgHh,-262924129561525144491528970452336640.00000000
AABBCCDDEeFFGghh,-168223933289936695608798122963225280512.00000000
AABBCCDDEeFFggHH,-262924129561525144491528970452336640.00000000
AABBCCDDEeFFggHh,-168223933289936695608798122963225280512.00000000
AABBCCDDEeFFgghh,-107632919727570849621703316179794381504512.00000000
AABBCCDDEeFfGGHH,-410934975503993972633424059432960.00000000
AABBCCDDEeFfGGHh,-262924129561525144491528970452336640.00000000
AABBCCDDEeFfGGhh,-168223933289936695608798122963225280512.00000000
AABBCCDDEeFfGgHH,-262924129561525144491528970452336640.00000000
AABBCCDDEeFfGgHh,-168223933289936695608798122963225280512.00000000
AABBCCDDEeFfGghh,-107632919727570849621703316179794381504512.00000000
